provinceName;provinceID;districtName;districtID;neighborhoodName;neighborhoodID
Amasya;27;Suluova;157;Karaağaç Köyü;153949
Amasya;27;Suluova;157;Eski Çeltek;154099
Amasya;27;Suluova;157;Hürriyet;154436
Amasya;27;Suluova;157;Seyfe Köyü;154595
Amasya;27;Suluova;157;Özalakadı Köyü;154596
Amasya;27;Suluova;157;Ata;154597
Amasya;27;Suluova;157;Bireylül;154631
Amasya;27;Suluova;157;Bayırlı Köyü;154724
Amasya;27;Suluova;157;Yüzbeyi Köyü;154803
Amasya;27;Suluova;157;Beyazıt;155005
Amasya;27;Suluova;157;Kanatpınar Köyü;155317
Amasya;27;Suluova;157;Girne;155669
Amasya;27;Suluova;157;Çukurören Köyü;156013
Amasya;27;Suluova;157;Kıranbaşalan Köyü;156014
Amasya;27;Suluova;157;Yeni;156185
Amasya;27;Suluova;157;Deveci Köyü;156329
Amasya;27;Suluova;157;Yenidoğan;156410
Amasya;27;Suluova;157;Cevizdibi;156602
Amasya;27;Suluova;157;Arucak Köyü;156695
Amasya;27;Suluova;157;Hakala (Yolpınar) Köyü;156740
Amasya;27;Suluova;157;Kolay Köyü;156753
Amasya;27;Suluova;157;Kurnaz Köyü;156768
Amasya;27;Suluova;157;Uzunoba Köyü;157046
Amasya;27;Suluova;157;Borsa;157073
Amasya;27;Suluova;157;Derebaşalan Köyü;157371
Amasya;27;Suluova;157;Cürlü Köyü;157463
Amasya;27;Suluova;157;Feruz (Ortayazı) Köyü;157476
Amasya;27;Suluova;157;Cumhuriyet;157909
Amasya;27;Suluova;157;Harmanağılı Köyü;158010
Amasya;27;Suluova;157;Orta;158078
Amasya;27;Suluova;157;Saygılı Köyü;158093
Amasya;27;Suluova;157;Pazar;158109
Amasya;27;Suluova;157;Kerimoğlu Köyü;158375
Amasya;27;Suluova;157;Hacıhayta;158557
Amasya;27;Suluova;157;Eymir;158587
Amasya;27;Suluova;157;Kuzalan Köyü;158763
Amasya;27;Suluova;157;Küpeli Köyü;158764
Amasya;27;Suluova;157;Şeker;158856
Amasya;27;Suluova;157;Salucu Köyü;158873
Amasya;27;Suluova;157;Hacı Bayram;158951
Amasya;27;Suluova;157;Girne 1-A;160145
